XMID,DBA,Status,Sales Rep,Portfolio,Date Added,Date Approved,Date Assigned,Date Created,Date Submitted,Date Closed,VIPStatus
,QE Clarity Supplies,Declined,Ella Smith,"HRSUB - Adept Payments, Inc",6/16/2022 4:07:16 PM,,,6/16/2022 4:07:16 PM,6/16/2022 4:11:09 PM,6/22/2022 11:48:57 PM,
8739299205300188,Schmizza Pub & Grub,Approved,Bubba Young,VPOS - Existing,6/16/2022 4:07:06 PM,6/17/2022 3:50:00 PM,,6/16/2022 4:07:06 PM,6/16/2022 4:31:06 PM,,
,QE Focus Supplies,Declined,Ella Smith,"HRSUB - Adept Payments, Inc",6/16/2022 4:02:17 PM,,,6/16/2022 4:02:17 PM,6/16/2022 4:11:28 PM,6/22/2022 11:49:53 PM,
8739299330302068,COLLISION SERVICES,Approved,Harley Miller,Harley Miller,6/16/2022 3:59:48 PM,6/17/2022 2:35:43 AM,,6/16/2022 3:59:48 PM,6/16/2022 4:48:34 PM,,
,DUCKROOST,Draft,Sean Jones,PPSGC Future POS,6/16/2022 3:56:46 PM,,,6/16/2022 3:56:46 PM,,,
8739296960300778,RELAX SPA,Approved,Kevin Zhao,ZBS-Kevin,6/16/2022 3:52:00 PM,6/22/2022 11:23:27 AM,,6/16/2022 3:52:00 PM,6/21/2022 11:19:25 AM,,
554402050038447,ALL STATES AUTO SALES,Approved,Alex Shea,Alex Shea,6/16/2022 3:49:55 PM,6/20/2022 1:01:18 PM,,6/16/2022 3:49:55 PM,6/17/2022 12:09:38 PM,,
,STACK D LLC,Pending,Chris Fileti,Power Processing LLC,6/16/2022 3:31:12 PM,,,6/16/2022 3:31:12 PM,6/17/2022 10:39:14 AM,,
8739299330302084,KEY PIECES LLC,Approved,Ashley Siegel,Ashley Siegel,6/16/2022 3:27:40 PM,6/21/2022 11:04:24 AM,,6/16/2022 3:27:40 PM,6/16/2022 4:06:19 PM,,
554402000691352,The Air Ducters,Approved,UnifiedPayments BoardingAPI,Netevia,6/16/2022 3:27:34 PM,6/24/2022 9:19:49 AM,,6/16/2022 3:27:34 PM,6/16/2022 3:27:34 PM,,
554402000690578,Omelette Cafe Pooler,Approved,Mingxi Chen,Mingxi Chen(Rex Sun),6/16/2022 3:24:50 PM,6/17/2022 1:48:10 AM,,6/16/2022 3:24:50 PM,6/16/2022 3:24:50 PM,,
,Ava Massage,Declined,Sanjun Chen,Sanjun Chen(Penghui Wei),6/16/2022 3:22:45 PM,,,6/16/2022 3:22:45 PM,6/16/2022 3:22:45 PM,6/17/2022 7:43:04 AM,
8739297430301930,BUDA DENTAL PROFESSIONALS,Approved,Andy  Varble,Andy Varble,6/16/2022 3:16:10 PM,6/17/2022 11:45:59 AM,,6/16/2022 3:16:10 PM,6/16/2022 5:50:41 PM,,
,Virginia Wood Flooring + Supply,Draft,Barbara Ewell,Barbara Ewell,6/16/2022 3:08:54 PM,,,6/16/2022 3:08:54 PM,6/16/2022 3:08:54 PM,,
8739297330300338,Beauty Pie Eyelash,Approved,Hikyuu Inc,Hikyuu Inc(Leila),6/16/2022 3:04:03 PM,6/16/2022 5:56:02 PM,,6/16/2022 3:04:03 PM,6/16/2022 3:04:03 PM,,
,Longhorn Tire,Pending,Jim  Malcolm,"Rise Concepts, LLC",6/16/2022 3:00:19 PM,,,6/16/2022 3:00:19 PM,6/16/2022 4:44:59 PM,,
8739299145300067,SOURCE OF LIGHT,Approved,Robert Sawitski,Cornerstone Processing - Free Terminal,6/16/2022 2:59:29 PM,6/22/2022 10:27:13 AM,,6/16/2022 2:59:29 PM,6/17/2022 9:02:26 AM,,
554402050038959,K1 AND DES SOUTHERN SPOON LLC,Approved,Haniyyah Abdul-Latif,Haniyyah Abdul-Latif,6/16/2022 2:56:50 PM,6/27/2022 12:05:35 PM,,6/16/2022 2:56:50 PM,6/16/2022 3:55:36 PM,,
,RELIANT PEST MANAGEMENT LLC,Draft,Alex Skolny,Alex Skolny,6/16/2022 2:48:23 PM,,,6/16/2022 2:48:23 PM,,,
,Bohler Engineering,Pending,L Rosoff,Laurence R,6/16/2022 2:26:26 PM,,,6/16/2022 2:26:26 PM,6/29/2022 11:20:07 AM,,
554402040702821,Los Toreados,Approved,Erick Parra,Erick De La Parra,6/16/2022 2:22:49 PM,6/16/2022 6:04:57 PM,,6/16/2022 2:22:50 PM,6/16/2022 2:32:35 PM,,
56310000007636,DARRELL'S BBQ & SEAFOOD,Approved,CHRIS PHAM,CHRIS PHAM,6/16/2022 2:22:26 PM,6/17/2022 4:57:00 AM,,6/16/2022 2:22:26 PM,6/16/2022 3:48:40 PM,,
554402009789124,Hopewell House Wines & Liquors,Approved,Zee Payment,Zee Payment,6/16/2022 2:11:03 PM,6/16/2022 6:21:04 PM,,6/16/2022 2:11:03 PM,6/16/2022 2:11:03 PM,,
554402050038827,ANTILLAS JEWELS LLC,Approved,Raymond Mieses,Raymond Mieses,6/16/2022 2:01:14 PM,6/24/2022 11:20:59 AM,,6/16/2022 2:01:14 PM,6/16/2022 3:21:58 PM,,
554402040702839,Funny Dog Grooming,Approved,Erick Parra,Erick De La Parra,6/16/2022 2:00:08 PM,6/21/2022 12:40:55 PM,,6/16/2022 2:00:08 PM,6/16/2022 2:11:53 PM,,
8739299330302071,WEFAB PERFORMANCE,Approved,Andrea DelosSantos,Andrea DelosSantos,6/16/2022 1:37:47 PM,6/17/2022 10:33:34 AM,,6/16/2022 1:37:47 PM,6/16/2022 2:27:27 PM,,
554402000690636,Omelette Cafe Richmond Hill,Approved,Mingxi Chen,Mingxi Chen(Rex Sun),6/16/2022 1:37:37 PM,6/17/2022 9:49:39 AM,,6/16/2022 1:37:37 PM,6/16/2022 1:37:37 PM,,
8739294150301370,Chung Ying Physical Therapy and Acupuncture PC,Approved,Mingxi Chen,Mingxi Chen (Rex Sun),6/16/2022 1:32:28 PM,6/16/2022 5:25:41 PM,,6/16/2022 1:32:28 PM,6/16/2022 1:32:28 PM,,
,QE Healthy,Declined,Ella Smith,"HRSUB - Adept Payments, Inc",6/16/2022 1:31:21 PM,,,6/16/2022 1:31:22 PM,6/16/2022 4:11:45 PM,6/22/2022 11:47:38 PM,
56310000007668,On the Town Limousines,Approved,Kyle Morgan,MPI,6/16/2022 1:30:13 PM,6/22/2022 3:29:38 PM,,6/16/2022 1:30:13 PM,6/21/2022 10:26:37 AM,,
554402040702813,Carola Dog Grooming,Approved,Erick Parra,Erick De La Parra,6/16/2022 1:28:31 PM,6/16/2022 5:14:40 PM,,6/16/2022 1:28:31 PM,6/16/2022 1:37:35 PM,,
,Annabel Green Flowers,Draft,Mary Kate Gobleck,Fairfield County Bank,6/16/2022 1:24:04 PM,,,6/16/2022 1:24:04 PM,,,
8739299330302064,LOLA'S KITCHEN,Approved,Al Fortier,Al Fortier,6/16/2022 1:23:34 PM,6/16/2022 3:52:44 PM,,6/16/2022 1:23:34 PM,6/16/2022 1:34:25 PM,,
518089240798652,City of Centre Business Licenses,Conditionally Approved,Jay Groundwater,Govt Portal,6/16/2022 1:16:57 PM,6/17/2022 10:27:30 AM,,6/16/2022 1:16:57 PM,6/16/2022 2:09:48 PM,,
56310000007627,SUNSET BOWLING LANES,Approved,Katie Greenman,Katie Greenman,6/16/2022 12:57:20 PM,6/16/2022 4:40:20 PM,,6/16/2022 12:57:20 PM,6/16/2022 1:53:30 PM,,
554402050038272,HALAL ONE,Approved,Haniyyah Abdul-Latif,Haniyyah Abdul-Latif,6/16/2022 12:56:14 PM,6/16/2022 2:05:24 PM,,6/16/2022 12:56:14 PM,6/16/2022 1:18:33 PM,,
56310000007634,GIFTS AND GIGGLES GALORE,Approved,Jim Outman,Jim Outman,6/16/2022 12:54:20 PM,6/16/2022 7:48:59 PM,,6/16/2022 12:54:20 PM,6/16/2022 2:00:55 PM,,
8739297750301252,vonbillamarket.com,Approved,Jimmy Ng,"HRSS - JJAMS, INC",6/16/2022 12:48:43 PM,6/23/2022 4:36:21 PM,,6/16/2022 12:48:43 PM,6/17/2022 12:42:38 PM,,
8739297330300337,JM Spa,Approved,Catherine Xu,Catherine Xu(Wenli Xiong),6/16/2022 12:47:23 PM,6/16/2022 3:50:45 PM,,6/16/2022 12:47:23 PM,6/16/2022 12:47:23 PM,,
554402000690669,EMBASSY LIQUOR,Approved,Hani Shamout,"POS 360, INC.",6/16/2022 12:47:12 PM,6/17/2022 1:41:17 PM,,6/16/2022 12:47:12 PM,6/16/2022 12:56:48 PM,,
,Wonderful Wanda’s,Draft,Marty Cahill,Marty Cahill,6/16/2022 12:41:39 PM,,,6/16/2022 12:41:39 PM,,,
56310000007631,SMART PHONE REPAIR 3,Approved,Chris Wingate,Chris Wingate,6/16/2022 12:38:15 PM,6/16/2022 5:30:21 PM,,6/16/2022 12:38:15 PM,6/16/2022 1:42:55 PM,,
554402000691162,Greenwood Duct Cleaning,Approved,UnifiedPayments BoardingAPI,Netevia,6/16/2022 12:31:33 PM,6/23/2022 11:03:02 AM,,6/16/2022 12:31:33 PM,6/16/2022 12:31:33 PM,,
8739297575300602,Laundry & Tan Express,Approved,Ross Church,CashBack Corporation,6/16/2022 12:28:20 PM,6/16/2022 12:34:00 PM,,6/16/2022 12:28:20 PM,6/16/2022 12:28:20 PM,,
554402000690495,El Catrin Restaurant and Bar,Approved,Janet Benavidez,Janet Benavidez,6/16/2022 12:26:54 PM,6/16/2022 4:25:23 PM,,6/16/2022 12:26:54 PM,6/16/2022 2:14:17 PM,,
56310000007625,VENICE PHYSICAL THERAPY & SPORTS MEDICINE,Closed,Robby Richardson,Robby Richardson,6/16/2022 12:20:19 PM,6/16/2022 3:58:39 PM,,6/16/2022 12:20:19 PM,6/16/2022 12:48:57 PM,6/30/2022 11:37:05 AM,
554402000690511,Mr Sausage Italian Foods,Approved,Anna Martensson,SCORE - Anna,6/16/2022 12:17:13 PM,6/16/2022 6:13:44 PM,,6/16/2022 12:17:13 PM,6/16/2022 12:29:27 PM,,
,CHRIS COTE'S GOLF PERFORMANCE CENTER - PORTLAND,Draft,Michael  Noel,Michael Noel,6/16/2022 12:16:57 PM,,,6/16/2022 12:16:57 PM,,,
56310000007630,SMART PHONE REPAIR 2,Approved,Chris Wingate,Chris Wingate,6/16/2022 12:16:19 PM,6/16/2022 5:26:05 PM,,6/16/2022 12:16:19 PM,6/16/2022 1:38:44 PM,,
,SHEAR WORLD INTERNATIONAL,Draft,Chris Fileti,Power Processing LLC,6/16/2022 12:13:13 PM,,,6/16/2022 12:13:13 PM,,,
56310000007629,SMART PHONE REPAIR,Approved,Chris Wingate,Chris Wingate,6/16/2022 12:12:19 PM,6/16/2022 5:04:48 PM,,6/16/2022 12:12:19 PM,6/16/2022 1:48:40 PM,,
554402000690503,Avon Lake Shoe Repair,Approved,Debra   Holt,Enhanced House Accounts,6/16/2022 11:49:32 AM,6/16/2022 5:55:00 PM,,6/16/2022 11:49:32 AM,6/16/2022 11:53:50 AM,,
,CROWN FRIED CHICKEN,Pending, Abubakar Rafique ,EZ Payment Systems,6/16/2022 11:44:56 AM,,,6/16/2022 11:44:56 AM,6/17/2022 12:48:05 PM,,
554402000690453,MR. QUICK CAR WASH FREEPORT RD,Approved,Jamie Martin,PartnerPay Systems,6/16/2022 11:43:33 AM,6/16/2022 3:04:53 PM,,6/16/2022 11:43:33 AM,6/16/2022 12:53:36 PM,,
56310000007633,JP ENVIROMENTAL,Approved,Chris Wingate,Chris Wingate,6/16/2022 11:42:56 AM,6/16/2022 7:45:11 PM,,6/16/2022 11:42:56 AM,6/16/2022 1:33:47 PM,,
518089240798645,Stoneridge Utilities,Approved,Jay Groundwater,RedLine Data,6/16/2022 11:35:04 AM,6/16/2022 2:10:43 PM,,6/16/2022 11:35:04 AM,6/16/2022 11:37:01 AM,,
554402000690461,MR. QUICK CAR WASH MCCLELLANDTOWN,Approved,Jamie Martin,PartnerPay Systems,6/16/2022 11:33:05 AM,6/16/2022 3:39:21 PM,,6/16/2022 11:33:05 AM,6/16/2022 12:56:30 PM,,
8739292500304446,ANDORRA LAUNDRY,Approved,Cliff Green,Curbside GPP,6/16/2022 11:28:48 AM,6/16/2022 7:00:36 PM,,6/16/2022 11:28:49 AM,6/16/2022 11:55:54 AM,,
8739294150301369,Chung Ying Physical Therapy and Acupuncture PC,Approved,Mingxi Chen,Mingxi Chen (Rex Sun),6/16/2022 11:25:34 AM,6/16/2022 4:07:03 PM,,6/16/2022 11:25:34 AM,6/16/2022 11:25:34 AM,,
8739299330302063,SESAME MEDITERRANEAN KITCHEN,Approved,Regina Steele,Regina Steele,6/16/2022 11:23:34 AM,6/16/2022 3:30:20 PM,,6/16/2022 11:23:34 AM,6/16/2022 12:38:43 PM,,
,OASIS SPA,Declined,Kevin Zhao,ZBS-Kevin,6/16/2022 11:20:39 AM,,,6/16/2022 11:20:39 AM,6/17/2022 11:22:35 AM,6/17/2022 2:15:14 PM,
554402000690552,Scoreboard,Approved,Traci Whiteley,Jeffrey Whiteley - BT,6/16/2022 11:14:26 AM,6/17/2022 1:21:45 AM,,6/16/2022 11:14:26 AM,6/16/2022 1:51:33 PM,,
8739299330302065,NEAL OIL & AUTO CENTER,Approved,Colin Abel,Colin Abel,6/16/2022 11:12:46 AM,6/16/2022 4:01:56 PM,,6/16/2022 11:12:46 AM,6/16/2022 1:02:32 PM,,
554402000691113,ORLAND SMOKE SHOP #2,Approved,Mo Shamout,"POS 360, INC.",6/16/2022 11:10:47 AM,6/23/2022 9:15:20 AM,,6/16/2022 11:10:47 AM,6/16/2022 11:48:57 AM,,
8739294300300124,Jack's Creek Grill & Go,Approved,Curt Shilling,Curt Shilling,6/16/2022 11:06:57 AM,6/21/2022 1:29:40 AM,,6/16/2022 11:06:57 AM,6/19/2022 11:51:47 AM,,
8739293600300525,Wagoner Tire,Approved,Tarrance Burton,Tarrance Burton,6/16/2022 11:06:51 AM,6/16/2022 3:27:58 PM,,6/16/2022 11:06:51 AM,6/16/2022 11:20:26 AM,,
,Asian Island & Bodywork,Declined,Jiandong Wu,Special Life Trading Inc(Araya Zhang),6/16/2022 10:56:11 AM,,,6/16/2022 10:56:11 AM,6/16/2022 10:56:11 AM,6/16/2022 12:24:29 PM,
554402000690560,Halftime Bar and Grill,Approved,Traci Whiteley,Jeffrey Whiteley - BT,6/16/2022 10:45:15 AM,6/17/2022 1:47:13 AM,,6/16/2022 10:45:16 AM,6/16/2022 1:52:18 PM,,
8739299330302067,HIGHLAND CONVENIENCE STORE,Approved,Julius  Willard2,Julius Willard2,6/16/2022 10:37:16 AM,6/16/2022 7:19:12 PM,,6/16/2022 10:37:16 AM,6/16/2022 12:05:31 PM,,
8739293600300524,Wagoner Tire,Approved,Tarrance Burton,Tarrance Burton,6/16/2022 10:32:14 AM,6/16/2022 3:12:27 PM,,6/16/2022 10:32:14 AM,6/16/2022 10:59:32 AM,,
,visionfirmskincaresupply.com,Pending,Seth Proper,HRSS - MerchantX LLC,6/16/2022 10:30:19 AM,,,6/16/2022 10:30:19 AM,6/16/2022 10:35:11 AM,,
,Montero Violins 2,Draft,Jim Vivelo,Priority Payments Upstate NY,6/16/2022 10:30:01 AM,,,6/16/2022 10:30:01 AM,,,
8739299045300039,Ernesto's Auto Repair,Approved,Carlos Hernandez,"Integrated Business Technologies, Inc.",6/16/2022 10:25:09 AM,6/20/2022 1:11:58 PM,,6/16/2022 10:25:09 AM,6/16/2022 10:50:12 AM,,
,routinebodyburnerwarehouse.com,Pending,Seth Proper,HRSS - MerchantX LLC,6/16/2022 10:23:39 AM,,,6/16/2022 10:23:39 AM,6/16/2022 10:29:01 AM,,
,McClintock Tattoo,Cancelled,Gary Peterson,Arlington Heights Merchant Banc,6/16/2022 10:11:04 AM,,,6/16/2022 10:11:04 AM,6/16/2022 9:22:40 PM,,
,brightenbeautyfacialstore.com,Pending,Seth Proper,HRSS - MerchantX LLC,6/16/2022 10:03:00 AM,,,6/16/2022 10:03:00 AM,6/16/2022 10:17:34 AM,,
554402050038413,EL COQUI RESTAURANT,Approved,Paris Peterson,Paris Peterson,6/16/2022 9:56:30 AM,6/17/2022 3:50:52 PM,,6/16/2022 9:56:30 AM,6/17/2022 12:36:02 PM,,
56310000007628,LA COSTA,Approved,Billy Mccarrell,Billy McCarrell,6/16/2022 9:51:04 AM,6/16/2022 5:01:51 PM,,6/16/2022 9:51:04 AM,6/16/2022 11:32:54 AM,,
,Angel Spa LLC,Declined,Catherine Xu,Catherine Xu(Wenli Xiong),6/16/2022 9:50:32 AM,,,6/16/2022 9:50:32 AM,6/16/2022 9:50:32 AM,6/16/2022 12:21:12 PM,
8739294300300123,Pro Auto Inc,Approved,Curt Shilling,Curt Shilling,6/16/2022 9:19:46 AM,6/17/2022 2:04:29 PM,,6/16/2022 9:19:46 AM,6/17/2022 11:55:02 AM,,
554402050038280,KINGS OF DENTS,Approved,Joseph Dellorusso,Joseph Dellorusso,6/16/2022 9:19:35 AM,6/16/2022 3:33:26 PM,,6/16/2022 9:19:35 AM,6/16/2022 10:43:13 AM,,
,Locate A Cell,Declined,Abby Rodriguez,Digipay,6/16/2022 9:01:42 AM,,,6/16/2022 9:01:42 AM,6/16/2022 5:49:35 PM,6/27/2022 4:54:19 PM,
,Manuals BD,Declined,Abby Rodriguez,Digipay,6/16/2022 8:49:40 AM,,,6/16/2022 8:49:40 AM,6/16/2022 5:51:50 PM,6/27/2022 4:55:36 PM,
554402000690420,Tacos El Tapito,Approved,Craig Dery,Go Free Pay LLC,6/16/2022 7:40:37 AM,6/16/2022 12:24:19 PM,,6/16/2022 7:40:37 AM,6/16/2022 7:48:05 AM,,
8739261000303030,Parker Plaza Estates,Approved,Jon Saluk,ACCPC - Jonathan Saluk/PPS Pompano Beach,6/16/2022 7:15:31 AM,6/22/2022 11:01:16 AM,,6/16/2022 7:15:31 AM,6/17/2022 10:00:12 AM,,
56310000007667,Chica Musing Gaming,Approved,Tim Reynolds,HRSS - Swoonlight,6/16/2022 12:27:43 AM,6/22/2022 3:23:40 PM,,6/16/2022 12:27:44 AM,6/16/2022 12:36:31 AM,,
56310000007665,Chica Musing Yoga,Approved,Tim Reynolds,HRSS - Swoonlight,6/15/2022 11:59:03 PM,6/22/2022 3:09:57 PM,,6/15/2022 11:59:03 PM,6/16/2022 12:23:46 AM,,
56310000007663,Chica Musing Swim,Approved,Tim Reynolds,HRSS - Swoonlight,6/15/2022 11:21:26 PM,6/22/2022 2:42:46 PM,,6/15/2022 11:21:26 PM,6/15/2022 11:48:43 PM,,
554402009789116,Beauty China Tea Store,Approved,Leila Li,Leila Li,6/15/2022 7:08:46 PM,6/16/2022 8:32:53 AM,,6/15/2022 7:08:46 PM,6/15/2022 7:08:46 PM,,
,turmericmix.com,Pending,891 5339,8915339,6/15/2022 6:34:35 PM,,,6/15/2022 6:34:35 PM,6/15/2022 6:34:48 PM,,
,trynaturalbioslim.com,Pending,891 5339,8915339,6/15/2022 6:18:58 PM,,,6/15/2022 6:18:58 PM,6/15/2022 6:19:09 PM,,
554402009789108,Champion Auto,Approved,Leila Li,Leila Li,6/15/2022 6:12:52 PM,6/16/2022 3:24:34 AM,,6/15/2022 6:12:52 PM,6/15/2022 6:12:52 PM,,
,FRAMEECHO.COM,Pending,891 5339,8915339,6/15/2022 6:06:16 PM,,,6/15/2022 6:06:16 PM,6/15/2022 6:19:21 PM,,
554402040003501,The Butcher Meat Co.,Approved,Charles Lewis,Data Technology Partners,6/15/2022 6:04:21 PM,6/17/2022 9:56:51 AM,,6/15/2022 6:04:21 PM,6/16/2022 11:28:04 AM,,
8739299295300012,Mi Cocina Mexican Restaurant,Approved,Lupita  Ledesma,Veritas,6/15/2022 5:56:34 PM,6/22/2022 12:02:23 PM,,6/15/2022 5:56:34 PM,6/15/2022 7:09:40 PM,,
554402050038298,NORTHWEST 10TH LIQUOR STORE,Approved,Sarah'beth Kinsey,Sarah'beth Kinsey,6/15/2022 5:55:53 PM,6/16/2022 4:35:41 PM,,6/15/2022 5:55:54 PM,6/16/2022 12:11:06 PM,,
8739299330302061,SOO ALINEMENT,Approved,Tiffany Kenison,Tiffany Kenison,6/15/2022 5:46:31 PM,6/16/2022 1:07:02 PM,,6/15/2022 5:46:32 PM,6/16/2022 10:38:36 AM,,
8739299330302066,THE STROKER SHOP,Approved,Shay Weems,Shay Weems,6/15/2022 5:38:31 PM,6/16/2022 4:28:09 PM,,6/15/2022 5:38:31 PM,6/16/2022 11:26:14 AM,,
56310000007632,RUBEN JR PROFESSIONAL WINDOW TINTING,Approved,Luis Flores,Luis Flores,6/15/2022 5:19:12 PM,6/16/2022 6:20:31 PM,,6/15/2022 5:19:12 PM,6/16/2022 9:57:09 AM,,
554402050038264,LICKSKILLET LIQUOR,Approved,Nevada Coastal,Nevada Coastal,6/15/2022 4:49:06 PM,6/16/2022 11:59:30 AM,,6/15/2022 4:49:06 PM,6/16/2022 9:37:38 AM,,
8739299150300020,JTS Motors LLC,Approved,Cole Gassett,Cole Gassett - Level 3 Transactions,6/15/2022 4:43:11 PM,6/17/2022 1:35:00 PM,,6/15/2022 4:43:11 PM,6/17/2022 9:29:47 AM,,
8739295300300093,DrBrianAustin,Approved,Erik Verryden,NPS House,6/15/2022 4:36:44 PM,6/16/2022 4:30:15 AM,,6/15/2022 4:36:44 PM,6/15/2022 4:46:45 PM,,
,Waynes Home,Pending,Jackie Weatherly,Banc Card of America,6/15/2022 4:25:02 PM,,,6/15/2022 4:25:02 PM,6/15/2022 4:26:39 PM,,
554402050038306,POBLANO'S MEXICAN GRILL,Approved,Regina Steele,Regina Steele,6/15/2022 4:24:58 PM,6/17/2022 12:53:56 AM,,6/15/2022 4:24:59 PM,6/15/2022 5:19:50 PM,,
8739299330302053,SPRING MASSAGE,Approved,Charles Lee-chrome,Charles Lee- Chrome,6/15/2022 4:21:17 PM,6/16/2022 6:19:20 AM,,6/15/2022 4:21:17 PM,6/15/2022 4:58:41 PM,,
554402000690487,Northern Kentucky Inspections,Approved,Debra   Holt,Enhanced House Accounts,6/15/2022 4:13:57 PM,6/16/2022 4:24:01 PM,,6/15/2022 4:13:57 PM,6/15/2022 4:30:42 PM,,
8739299330302056,THE TAVERN COMPANY,Approved,Harley Miller,Harley Miller,6/15/2022 3:58:51 PM,6/16/2022 7:34:41 AM,,6/15/2022 3:58:52 PM,6/15/2022 4:28:32 PM,,
,R.A.K environmental solutions LLC,Pending,Ross Church,KickFees API,6/15/2022 3:49:53 PM,,,6/15/2022 3:49:53 PM,6/15/2022 3:49:53 PM,,
,DISCOVER TERIYAKI & WINGS,Cancelled,Kevin Zhao,ZBS-Kevin,6/15/2022 3:49:23 PM,,,6/15/2022 3:49:23 PM,6/15/2022 6:38:17 PM,,
,IRWIN & IRWIN CPAS PA,Draft,Eric Cohen,"ETC Holdings, LLC",6/15/2022 3:37:03 PM,,,6/15/2022 3:37:03 PM,,,
554402050038249,1ST CLASS TOWING,Approved,Bruce Robinson,Bruce Robinson2,6/15/2022 3:25:55 PM,6/16/2022 8:21:59 AM,,6/15/2022 3:25:55 PM,6/15/2022 4:47:21 PM,,
56310000007616,COMMUNITY VARIETY,Approved,Chris Wingate,Chris Wingate,6/15/2022 3:25:12 PM,6/16/2022 4:08:20 AM,,6/15/2022 3:25:12 PM,6/15/2022 4:20:59 PM,,
,Waynes Home,Pending,Jackie Weatherly,Banc Card of America,6/15/2022 3:22:11 PM,,,6/15/2022 3:22:11 PM,6/15/2022 4:05:15 PM,,
8739299330302054,TAQUERIA VILICHIS,Approved,Ronnie Newton,Ronnie Newton,6/15/2022 3:12:11 PM,6/16/2022 6:36:18 AM,,6/15/2022 3:12:11 PM,6/15/2022 3:32:44 PM,,
8739299330302055,"BILL'S FISH HOUSE, INC.",Approved,Jeremy Ramsey,Jeremy Ramsey,6/15/2022 3:05:44 PM,6/16/2022 7:34:06 AM,,6/15/2022 3:05:44 PM,6/15/2022 4:32:27 PM,,
554402050038819,CARNICIA AGUILERA'S,Approved,Armando Hernandez,Armando Hernandez,6/15/2022 2:53:57 PM,6/24/2022 1:55:02 AM,,6/15/2022 2:53:57 PM,6/15/2022 3:38:02 PM,,
8739299330302052,LAKE CITY AUTO DETAILING,Approved,Jack Streeter,Jack Streeter2,6/15/2022 2:44:11 PM,6/16/2022 1:59:36 AM,,6/15/2022 2:44:11 PM,6/15/2022 3:00:26 PM,,
554402000690321,Dougs Car Wash,Closed,Unitec DRB New,PPS_WASH_DRB,6/15/2022 2:34:57 PM,6/15/2022 5:21:51 PM,,6/15/2022 2:34:58 PM,6/15/2022 2:35:00 PM,6/24/2022 12:21:36 AM,
56310000007617,Romans Road Tire and Automotive,Approved,Tom Johnson,Tom Johnson,6/15/2022 2:31:33 PM,6/16/2022 5:26:20 AM,,6/15/2022 2:31:33 PM,6/15/2022 4:25:48 PM,,
8739299330302138,5 FLAGS AUTO SALES,Approved,Tiffany Kenison,Tiffany Kenison,6/15/2022 2:28:46 PM,6/28/2022 1:32:41 AM,,6/15/2022 2:28:46 PM,6/15/2022 3:23:30 PM,,
56310000007612,SAFA GROCERY,Approved,ANTHONY  TODARO ,ANTHONY TODARO,6/15/2022 2:23:55 PM,6/15/2022 5:53:41 PM,,6/15/2022 2:23:56 PM,6/15/2022 2:36:55 PM,,
56310000007635,DOAN SUN LLC,Approved,RAYMOND BURKE,Raymond Burke,6/15/2022 2:22:29 PM,6/16/2022 10:03:28 PM,,6/15/2022 2:22:29 PM,6/15/2022 3:16:05 PM,,
8739297430301939,Home Fur Good Animal Rescue,Approved,Andy  Varble,Andy Varble,6/15/2022 2:20:19 PM,6/27/2022 11:51:49 AM,,6/15/2022 2:20:19 PM,6/24/2022 2:14:31 PM,,
8739299330302115,CROSSROAD  EVENT CENTER,Approved,Shawn Snodgrass,Shawn Snodgrass,6/15/2022 2:02:34 PM,6/23/2022 11:37:50 AM,,6/15/2022 2:02:34 PM,6/15/2022 3:10:50 PM,,
,Vinyasa Bliss CBD,Declined,Seth Proper,CBD - MerchantX LLC,6/15/2022 1:56:49 PM,,,6/15/2022 1:56:49 PM,6/15/2022 2:29:37 PM,6/21/2022 12:36:38 PM,
8739297750301253,eversagestore.com,Approved,Jimmy Ng,"HRSS - JJAMS, INC",6/15/2022 1:55:39 PM,6/27/2022 12:27:55 AM,,6/15/2022 1:55:39 PM,6/21/2022 10:39:12 AM,,
554402000690305,OASIS CAVE,Approved,Mo Shamout,"POS 360, INC.",6/15/2022 1:54:48 PM,6/15/2022 5:13:35 PM,,6/15/2022 1:54:48 PM,6/15/2022 2:06:27 PM,,
8739297750301254,eversagemarket.com,Approved,Jimmy Ng,"HRSS - JJAMS, INC",6/15/2022 1:53:21 PM,6/27/2022 12:40:59 AM,,6/15/2022 1:53:21 PM,6/21/2022 10:40:05 AM,,
56310000007608,PINECRAFT DISCOUNT & GROCERIES,Approved,Robby Richardson,Robby Richardson,6/15/2022 1:43:24 PM,6/15/2022 4:27:46 PM,,6/15/2022 1:43:24 PM,6/15/2022 2:01:57 PM,,
554402000691741,Las Costas Nayaritas,Approved,James Redding,Latin Management Enterprises,6/15/2022 1:35:26 PM,6/28/2022 8:01:29 AM,,6/15/2022 1:35:26 PM,6/18/2022 9:28:40 AM,,
554402000691527,Pollo Pelon,Approved,James Redding,Latin Management Enterprises,6/15/2022 1:22:31 PM,6/27/2022 4:37:35 AM,,6/15/2022 1:22:31 PM,6/18/2022 9:28:54 AM,,
56310000007651,Tajanae Coral Smooth,Approved,Taylor Hibbeler,HRSS - Conexus (Trinity),6/15/2022 1:18:20 PM,6/21/2022 10:23:00 PM,,6/15/2022 1:18:20 PM,6/15/2022 1:29:23 PM,,
,The Butcher Meat Co.,Cancelled,Charles Lewis,Data Technology Partners,6/15/2022 1:16:35 PM,,,6/15/2022 1:16:35 PM,6/15/2022 1:38:10 PM,,
